reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2024-12-07,pct wk flu lab det,-1,atlantic,2024-11-30,quantile,0.025,0.5
2024-12-07,pct wk flu lab det,-1,atlantic,2024-11-30,quantile,0.1,1.9
2024-12-07,pct wk flu lab det,-1,atlantic,2024-11-30,quantile,0.25,4.7
2024-12-07,pct wk flu lab det,-1,atlantic,2024-11-30,quantile,0.5,9.5
2024-12-07,pct wk flu lab det,-1,atlantic,2024-11-30,quantile,0.75,14.2
2024-12-07,pct wk flu lab det,-1,atlantic,2024-11-30,quantile,0.9,17.1
2024-12-07,pct wk flu lab det,-1,atlantic,2024-11-30,quantile,0.975,18.5
2024-12-07,pct wk flu lab det,0,atlantic,2024-12-07,quantile,0.025,0.5
2024-12-07,pct wk flu lab det,0,atlantic,2024-12-07,quantile,0.1,2.2
2024-12-07,pct wk flu lab det,0,atlantic,2024-12-07,quantile,0.25,5.5
2024-12-07,pct wk flu lab det,0,atlantic,2024-12-07,quantile,0.5,10.9
2024-12-07,pct wk flu lab det,0,atlantic,2024-12-07,quantile,0.75,16.4
2024-12-07,pct wk flu lab det,0,atlantic,2024-12-07,quantile,0.9,19.6
2024-12-07,pct wk flu lab det,0,atlantic,2024-12-07,quantile,0.975,21.3
2024-12-07,pct wk flu lab det,1,atlantic,2024-12-14,quantile,0.025,0.6
2024-12-07,pct wk flu lab det,1,atlantic,2024-12-14,quantile,0.1,2.4
2024-12-07,pct wk flu lab det,1,atlantic,2024-12-14,quantile,0.25,5.9
2024-12-07,pct wk flu lab det,1,atlantic,2024-12-14,quantile,0.5,11.8
2024-12-07,pct wk flu lab det,1,atlantic,2024-12-14,quantile,0.75,17.6
2024-12-07,pct wk flu lab det,1,atlantic,2024-12-14,quantile,0.9,21.2
2024-12-07,pct wk flu lab det,1,atlantic,2024-12-14,quantile,0.975,22.9
2024-12-07,pct wk flu lab det,2,atlantic,2024-12-21,quantile,0.025,0.7
2024-12-07,pct wk flu lab det,2,atlantic,2024-12-21,quantile,0.1,2.9
2024-12-07,pct wk flu lab det,2,atlantic,2024-12-21,quantile,0.25,7.2
2024-12-07,pct wk flu lab det,2,atlantic,2024-12-21,quantile,0.5,14.5
2024-12-07,pct wk flu lab det,2,atlantic,2024-12-21,quantile,0.75,21.7
2024-12-07,pct wk flu lab det,2,atlantic,2024-12-21,quantile,0.9,26.1
2024-12-07,pct wk flu lab det,2,atlantic,2024-12-21,quantile,0.975,28.3
2024-12-07,pct wk flu lab det,3,atlantic,2024-12-28,quantile,0.025,0.7
2024-12-07,pct wk flu lab det,3,atlantic,2024-12-28,quantile,0.1,3.0
2024-12-07,pct wk flu lab det,3,atlantic,2024-12-28,quantile,0.25,7.4
2024-12-07,pct wk flu lab det,3,atlantic,2024-12-28,quantile,0.5,14.8
2024-12-07,pct wk flu lab det,3,atlantic,2024-12-28,quantile,0.75,22.1
2024-12-07,pct wk flu lab det,3,atlantic,2024-12-28,quantile,0.9,26.6
2024-12-07,pct wk flu lab det,3,atlantic,2024-12-28,quantile,0.975,28.8
2024-12-07,pct wk rsv lab det,-1,atlantic,2024-11-30,quantile,0.025,0.3
2024-12-07,pct wk rsv lab det,-1,atlantic,2024-11-30,quantile,0.1,1.1
2024-12-07,pct wk rsv lab det,-1,atlantic,2024-11-30,quantile,0.25,2.7
2024-12-07,pct wk rsv lab det,-1,atlantic,2024-11-30,quantile,0.5,5.3
2024-12-07,pct wk rsv lab det,-1,atlantic,2024-11-30,quantile,0.75,8.0
2024-12-07,pct wk rsv lab det,-1,atlantic,2024-11-30,quantile,0.9,9.6
2024-12-07,pct wk rsv lab det,-1,atlantic,2024-11-30,quantile,0.975,10.4
2024-12-07,pct wk rsv lab det,0,atlantic,2024-12-07,quantile,0.025,0.3
2024-12-07,pct wk rsv lab det,0,atlantic,2024-12-07,quantile,0.1,1.2
2024-12-07,pct wk rsv lab det,0,atlantic,2024-12-07,quantile,0.25,3.1
2024-12-07,pct wk rsv lab det,0,atlantic,2024-12-07,quantile,0.5,6.2
2024-12-07,pct wk rsv lab det,0,atlantic,2024-12-07,quantile,0.75,9.3
2024-12-07,pct wk rsv lab det,0,atlantic,2024-12-07,quantile,0.9,11.2
2024-12-07,pct wk rsv lab det,0,atlantic,2024-12-07,quantile,0.975,12.1
2024-12-07,pct wk rsv lab det,1,atlantic,2024-12-14,quantile,0.025,0.3
2024-12-07,pct wk rsv lab det,1,atlantic,2024-12-14,quantile,0.1,1.2
2024-12-07,pct wk rsv lab det,1,atlantic,2024-12-14,quantile,0.25,3.0
2024-12-07,pct wk rsv lab det,1,atlantic,2024-12-14,quantile,0.5,6.0
2024-12-07,pct wk rsv lab det,1,atlantic,2024-12-14,quantile,0.75,9.0
2024-12-07,pct wk rsv lab det,1,atlantic,2024-12-14,quantile,0.9,10.8
2024-12-07,pct wk rsv lab det,1,atlantic,2024-12-14,quantile,0.975,11.7
2024-12-07,pct wk rsv lab det,2,atlantic,2024-12-21,quantile,0.025,0.3
2024-12-07,pct wk rsv lab det,2,atlantic,2024-12-21,quantile,0.1,1.4
2024-12-07,pct wk rsv lab det,2,atlantic,2024-12-21,quantile,0.25,3.4
2024-12-07,pct wk rsv lab det,2,atlantic,2024-12-21,quantile,0.5,6.9
2024-12-07,pct wk rsv lab det,2,atlantic,2024-12-21,quantile,0.75,10.3
2024-12-07,pct wk rsv lab det,2,atlantic,2024-12-21,quantile,0.9,12.4
2024-12-07,pct wk rsv lab det,2,atlantic,2024-12-21,quantile,0.975,13.4
2024-12-07,pct wk rsv lab det,3,atlantic,2024-12-28,quantile,0.025,0.4
2024-12-07,pct wk rsv lab det,3,atlantic,2024-12-28,quantile,0.1,1.5
2024-12-07,pct wk rsv lab det,3,atlantic,2024-12-28,quantile,0.25,3.7
2024-12-07,pct wk rsv lab det,3,atlantic,2024-12-28,quantile,0.5,7.4
2024-12-07,pct wk rsv lab det,3,atlantic,2024-12-28,quantile,0.75,11.0
2024-12-07,pct wk rsv lab det,3,atlantic,2024-12-28,quantile,0.9,13.2
2024-12-07,pct wk rsv lab det,3,atlantic,2024-12-28,quantile,0.975,14.4
2024-12-07,pct wk covid lab det,-1,bc,2024-11-30,quantile,0.025,2.8
2024-12-07,pct wk covid lab det,-1,bc,2024-11-30,quantile,0.1,3.9
2024-12-07,pct wk covid lab det,-1,bc,2024-11-30,quantile,0.25,6.2
2024-12-07,pct wk covid lab det,-1,bc,2024-11-30,quantile,0.5,10.0
2024-12-07,pct wk covid lab det,-1,bc,2024-11-30,quantile,0.75,13.7
2024-12-07,pct wk covid lab det,-1,bc,2024-11-30,quantile,0.9,16.0
2024-12-07,pct wk covid lab det,-1,bc,2024-11-30,quantile,0.975,17.1
2024-12-07,pct wk covid lab det,0,bc,2024-12-07,quantile,0.025,2.7
2024-12-07,pct wk covid lab det,0,bc,2024-12-07,quantile,0.1,3.9
2024-12-07,pct wk covid lab det,0,bc,2024-12-07,quantile,0.25,6.2
2024-12-07,pct wk covid lab det,0,bc,2024-12-07,quantile,0.5,10.0
2024-12-07,pct wk covid lab det,0,bc,2024-12-07,quantile,0.75,13.9
2024-12-07,pct wk covid lab det,0,bc,2024-12-07,quantile,0.9,16.2
2024-12-07,pct wk covid lab det,0,bc,2024-12-07,quantile,0.975,17.3
2024-12-07,pct wk covid lab det,1,bc,2024-12-14,quantile,0.025,2.6
2024-12-07,pct wk covid lab det,1,bc,2024-12-14,quantile,0.1,3.8
2024-12-07,pct wk covid lab det,1,bc,2024-12-14,quantile,0.25,6.1
2024-12-07,pct wk covid lab det,1,bc,2024-12-14,quantile,0.5,10.0
2024-12-07,pct wk covid lab det,1,bc,2024-12-14,quantile,0.75,13.8
2024-12-07,pct wk covid lab det,1,bc,2024-12-14,quantile,0.9,16.2
2024-12-07,pct wk covid lab det,1,bc,2024-12-14,quantile,0.975,17.3
2024-12-07,pct wk covid lab det,2,bc,2024-12-21,quantile,0.025,3.0
2024-12-07,pct wk covid lab det,2,bc,2024-12-21,quantile,0.1,4.1
2024-12-07,pct wk covid lab det,2,bc,2024-12-21,quantile,0.25,6.5
2024-12-07,pct wk covid lab det,2,bc,2024-12-21,quantile,0.5,10.4
2024-12-07,pct wk covid lab det,2,bc,2024-12-21,quantile,0.75,14.3
2024-12-07,pct wk covid lab det,2,bc,2024-12-21,quantile,0.9,16.6
2024-12-07,pct wk covid lab det,2,bc,2024-12-21,quantile,0.975,17.8
2024-12-07,pct wk covid lab det,3,bc,2024-12-28,quantile,0.025,3.0
2024-12-07,pct wk covid lab det,3,bc,2024-12-28,quantile,0.1,4.2
2024-12-07,pct wk covid lab det,3,bc,2024-12-28,quantile,0.25,6.6
2024-12-07,pct wk covid lab det,3,bc,2024-12-28,quantile,0.5,10.6
2024-12-07,pct wk covid lab det,3,bc,2024-12-28,quantile,0.75,14.5
2024-12-07,pct wk covid lab det,3,bc,2024-12-28,quantile,0.9,16.9
2024-12-07,pct wk covid lab det,3,bc,2024-12-28,quantile,0.975,18.1
2024-12-07,pct wk flu lab det,-1,bc,2024-11-30,quantile,0.025,0.6
2024-12-07,pct wk flu lab det,-1,bc,2024-11-30,quantile,0.1,2.6
2024-12-07,pct wk flu lab det,-1,bc,2024-11-30,quantile,0.25,6.4
2024-12-07,pct wk flu lab det,-1,bc,2024-11-30,quantile,0.5,12.8
2024-12-07,pct wk flu lab det,-1,bc,2024-11-30,quantile,0.75,19.2
2024-12-07,pct wk flu lab det,-1,bc,2024-11-30,quantile,0.9,23.0
2024-12-07,pct wk flu lab det,-1,bc,2024-11-30,quantile,0.975,25.0
2024-12-07,pct wk flu lab det,0,bc,2024-12-07,quantile,0.025,0.7
2024-12-07,pct wk flu lab det,0,bc,2024-12-07,quantile,0.1,3.0
2024-12-07,pct wk flu lab det,0,bc,2024-12-07,quantile,0.25,7.4
2024-12-07,pct wk flu lab det,0,bc,2024-12-07,quantile,0.5,14.8
2024-12-07,pct wk flu lab det,0,bc,2024-12-07,quantile,0.75,22.2
2024-12-07,pct wk flu lab det,0,bc,2024-12-07,quantile,0.9,26.6
2024-12-07,pct wk flu lab det,0,bc,2024-12-07,quantile,0.975,28.8
2024-12-07,pct wk flu lab det,1,bc,2024-12-14,quantile,0.025,0.8
2024-12-07,pct wk flu lab det,1,bc,2024-12-14,quantile,0.1,3.1
2024-12-07,pct wk flu lab det,1,bc,2024-12-14,quantile,0.25,7.7
2024-12-07,pct wk flu lab det,1,bc,2024-12-14,quantile,0.5,15.5
2024-12-07,pct wk flu lab det,1,bc,2024-12-14,quantile,0.75,23.2
2024-12-07,pct wk flu lab det,1,bc,2024-12-14,quantile,0.9,27.9
2024-12-07,pct wk flu lab det,1,bc,2024-12-14,quantile,0.975,30.2
2024-12-07,pct wk flu lab det,2,bc,2024-12-21,quantile,0.025,0.9
2024-12-07,pct wk flu lab det,2,bc,2024-12-21,quantile,0.1,3.5
2024-12-07,pct wk flu lab det,2,bc,2024-12-21,quantile,0.25,8.7
2024-12-07,pct wk flu lab det,2,bc,2024-12-21,quantile,0.5,17.3
2024-12-07,pct wk flu lab det,2,bc,2024-12-21,quantile,0.75,26.0
2024-12-07,pct wk flu lab det,2,bc,2024-12-21,quantile,0.9,31.2
2024-12-07,pct wk flu lab det,2,bc,2024-12-21,quantile,0.975,33.8
2024-12-07,pct wk flu lab det,3,bc,2024-12-28,quantile,0.025,0.9
2024-12-07,pct wk flu lab det,3,bc,2024-12-28,quantile,0.1,3.6
2024-12-07,pct wk flu lab det,3,bc,2024-12-28,quantile,0.25,9.0
2024-12-07,pct wk flu lab det,3,bc,2024-12-28,quantile,0.5,18.0
2024-12-07,pct wk flu lab det,3,bc,2024-12-28,quantile,0.75,27.1
2024-12-07,pct wk flu lab det,3,bc,2024-12-28,quantile,0.9,32.5
2024-12-07,pct wk flu lab det,3,bc,2024-12-28,quantile,0.975,35.2
2024-12-07,pct wk rsv lab det,-1,bc,2024-11-30,quantile,0.025,0.3
2024-12-07,pct wk rsv lab det,-1,bc,2024-11-30,quantile,0.1,1.2
2024-12-07,pct wk rsv lab det,-1,bc,2024-11-30,quantile,0.25,3.0
2024-12-07,pct wk rsv lab det,-1,bc,2024-11-30,quantile,0.5,6.0
2024-12-07,pct wk rsv lab det,-1,bc,2024-11-30,quantile,0.75,9.0
2024-12-07,pct wk rsv lab det,-1,bc,2024-11-30,quantile,0.9,10.8
2024-12-07,pct wk rsv lab det,-1,bc,2024-11-30,quantile,0.975,11.7
2024-12-07,pct wk rsv lab det,0,bc,2024-12-07,quantile,0.025,0.3
2024-12-07,pct wk rsv lab det,0,bc,2024-12-07,quantile,0.1,1.3
2024-12-07,pct wk rsv lab det,0,bc,2024-12-07,quantile,0.25,3.3
2024-12-07,pct wk rsv lab det,0,bc,2024-12-07,quantile,0.5,6.5
2024-12-07,pct wk rsv lab det,0,bc,2024-12-07,quantile,0.75,9.8
2024-12-07,pct wk rsv lab det,0,bc,2024-12-07,quantile,0.9,11.7
2024-12-07,pct wk rsv lab det,0,bc,2024-12-07,quantile,0.975,12.7
2024-12-07,pct wk rsv lab det,1,bc,2024-12-14,quantile,0.025,0.4
2024-12-07,pct wk rsv lab det,1,bc,2024-12-14,quantile,0.1,1.5
2024-12-07,pct wk rsv lab det,1,bc,2024-12-14,quantile,0.25,3.7
2024-12-07,pct wk rsv lab det,1,bc,2024-12-14,quantile,0.5,7.4
2024-12-07,pct wk rsv lab det,1,bc,2024-12-14,quantile,0.75,11.1
2024-12-07,pct wk rsv lab det,1,bc,2024-12-14,quantile,0.9,13.3
2024-12-07,pct wk rsv lab det,1,bc,2024-12-14,quantile,0.975,14.4
2024-12-07,pct wk rsv lab det,2,bc,2024-12-21,quantile,0.025,1.4
2024-12-07,pct wk rsv lab det,2,bc,2024-12-21,quantile,0.1,2.5
2024-12-07,pct wk rsv lab det,2,bc,2024-12-21,quantile,0.25,4.6
2024-12-07,pct wk rsv lab det,2,bc,2024-12-21,quantile,0.5,8.1
2024-12-07,pct wk rsv lab det,2,bc,2024-12-21,quantile,0.75,11.7
2024-12-07,pct wk rsv lab det,2,bc,2024-12-21,quantile,0.9,13.8
2024-12-07,pct wk rsv lab det,2,bc,2024-12-21,quantile,0.975,14.8
2024-12-07,pct wk rsv lab det,3,bc,2024-12-28,quantile,0.025,0.8
2024-12-07,pct wk rsv lab det,3,bc,2024-12-28,quantile,0.1,2.0
2024-12-07,pct wk rsv lab det,3,bc,2024-12-28,quantile,0.25,4.3
2024-12-07,pct wk rsv lab det,3,bc,2024-12-28,quantile,0.5,8.3
2024-12-07,pct wk rsv lab det,3,bc,2024-12-28,quantile,0.75,12.3
2024-12-07,pct wk rsv lab det,3,bc,2024-12-28,quantile,0.9,14.7
2024-12-07,pct wk rsv lab det,3,bc,2024-12-28,quantile,0.975,15.9
2024-12-07,pct wk covid lab det,-1,ca,2024-11-30,quantile,0.025,8.2
2024-12-07,pct wk covid lab det,-1,ca,2024-11-30,quantile,0.1,9.0
2024-12-07,pct wk covid lab det,-1,ca,2024-11-30,quantile,0.25,10.6
2024-12-07,pct wk covid lab det,-1,ca,2024-11-30,quantile,0.5,13.3
2024-12-07,pct wk covid lab det,-1,ca,2024-11-30,quantile,0.75,15.9
2024-12-07,pct wk covid lab det,-1,ca,2024-11-30,quantile,0.9,17.5
2024-12-07,pct wk covid lab det,-1,ca,2024-11-30,quantile,0.975,18.3
2024-12-07,pct wk covid lab det,0,ca,2024-12-07,quantile,0.025,8.2
2024-12-07,pct wk covid lab det,0,ca,2024-12-07,quantile,0.1,8.9
2024-12-07,pct wk covid lab det,0,ca,2024-12-07,quantile,0.25,10.5
2024-12-07,pct wk covid lab det,0,ca,2024-12-07,quantile,0.5,13.2
2024-12-07,pct wk covid lab det,0,ca,2024-12-07,quantile,0.75,15.8
2024-12-07,pct wk covid lab det,0,ca,2024-12-07,quantile,0.9,17.4
2024-12-07,pct wk covid lab det,0,ca,2024-12-07,quantile,0.975,18.2
2024-12-07,pct wk covid lab det,1,ca,2024-12-14,quantile,0.025,8.0
