"model_id","hub_model_id","location","horizon","reference_date","target_end_date","target","output_type","output_type_id","value"
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.025,2.99075
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.1,4.4716
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.25,6.123
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.5,8.792
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.75,11.0174
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.9,13.47262
"hub_ensemble",NA,"atlantic",1,"2025-01-11","2025-01-18","pct wk rsv lab det","quantile",0.975,15.954985
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.025,3.476
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.1,4.626
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.25,5.68
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.5,7.29
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.75,9.3
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.9,10.9448
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk covid lab det","quantile",0.975,12.2012
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.025,2.7865
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.1,4.514
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.25,8.156
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.5,13.666
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.75,18.988
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.9,23.5236
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk flu lab det","quantile",0.975,27.8898
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.025,1.82
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.1,4.1144
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.25,5.936
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.5,8.678
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.75,11.52
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.9,14.1028
"hub_ensemble",NA,"atlantic",2,"2025-01-11","2025-01-25","pct wk rsv lab det","quantile",0.975,17.172
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.025,3.152
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.1,4.166
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.25,5.214
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.5,6.85
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.75,8.836
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.9,10.4724
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk covid lab det","quantile",0.975,15.968
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.025,2.2377
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.1,4.5628
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.25,8.406
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.5,14.714
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.75,20.511
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.9,25.816
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk flu lab det","quantile",0.975,33.1659
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.025,1.585
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.1,3.3064
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.25,5.359
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.5,8.578
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.75,11.908
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.9,14.6176
"hub_ensemble",NA,"atlantic",3,"2025-01-11","2025-02-01","pct wk rsv lab det","quantile",0.975,18.703
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.025,1.572
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.1,2.184
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.25,3.508
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.5,5.598
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.75,7.294
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.9,8.412
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk covid lab det","quantile",0.975,9.2708
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.025,5.48
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.1,6.466
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.25,8.818
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.5,13.848
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.75,17.22
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.9,18.8719
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk flu lab det","quantile",0.975,20.92815
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.025,6.064
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.1,7.5282
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.25,9.0595
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.5,11.314
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.75,12.872
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.9,13.708
"hub_ensemble",NA,"bc",-1,"2025-01-11","2025-01-04","pct wk rsv lab det","quantile",0.975,14.806
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.025,2.434
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.1,3.23
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.25,4.327
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.5,6.252
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.75,8.31
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.9,9.7185
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk covid lab det","quantile",0.975,10.8513
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.025,6.5514
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.1,8.4066
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.25,11.136
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.5,15.8375
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.75,20.59975
"hub_ensemble",NA,"bc",0,"2025-01-11","2025-01-11","pct wk flu lab det","quantile",0.9,23.9861
