epiweek,time_value,issue,geo_type,geo_value,sarscov2_tests,sarscov2_positive_tests,flu_tests,fluah1n1pdm09_positive_tests,fluah3_positive_tests,fluauns_positive_tests,flua_positive_tests,flub_positive_tests,rsv_tests,rsv_positive_tests,hpiv_tests,hpiv1_positive_tests,hpiv2_positive_tests,hpiv3_positive_tests,hpiv4_positive_tests,hpivother_positive_tests,adv_tests,adv_positive_tests,hmpv_tests,hmpv_positive_tests,evrv_tests,evrv_positive_tests,hcov_tests,hcov_positive_tests,flu_positive_tests
202352,2023-12-30,2024-01-04,lab,région nord est,2303,302,2250,1,0,664,665,2,1193,113,112,0,0,0,1,0,112,3,109,6,NA,NA,112,2,NA
202352,2023-12-30,2024-01-04,lab,québec chaudière appalaches,2362,473,2207,0,0,527,527,2,2125,215,767,0,1,1,0,0,770,18,766,15,NA,NA,641,15,NA
202352,2023-12-30,2024-01-04,lab,centre du québec,3219,715,715,0,0,133,133,1,708,55,35,0,0,2,0,0,35,0,35,2,NA,NA,35,2,NA
202352,2023-12-30,2024-01-04,lab,montréal laval,3598,717,4126,0,1,563,564,1,2250,148,1038,1,2,7,1,0,1038,29,1044,18,NA,NA,1038,32,NA
202352,2023-12-30,2024-01-04,lab,ouest du québec,1988,424,1201,0,0,291,291,2,1186,63,13,0,0,0,0,0,13,0,13,0,NA,NA,13,3,NA
202352,2023-12-30,2024-01-04,lab,montérégie,1981,406,2079,0,0,289,289,1,2033,95,6,0,0,0,0,0,6,0,6,1,NA,NA,6,0,NA
202352,2023-12-30,2024-01-04,region,qc,15451,3037,12578,1,1,2467,2469,9,9495,689,1971,1,3,10,2,0,1974,50,1973,42,NA,NA,1845,54,NA
202352,2023-12-30,2024-01-04,lab,phol ottawa,349,177,263,21,0,13,24,0,263,6,136,0,0,0,0,0,136,0,136,2,136,7,136,3,NA
202352,2023-12-30,2024-01-04,lab,eorla,1277,184,806,0,0,181,181,3,806,43,47,0,0,1,0,0,47,2,47,1,47,7,47,1,NA
202352,2023-12-30,2024-01-04,lab,phol kingston,276,84,124,16,1,6,23,0,124,11,82,0,0,0,0,1,82,0,82,0,82,10,82,0,NA
202352,2023-12-30,2024-01-04,lab,uhn mount sinai hospital,1336,183,969,1,0,83,84,4,969,13,19,0,0,0,0,0,19,0,0,0,19,0,19,0,NA
202352,2023-12-30,2024-01-04,lab,phol toronto,790,267,1354,141,107,26,182,13,1354,88,1168,0,0,0,0,33,1168,9,1168,19,1168,57,1168,60,NA
202352,2023-12-30,2024-01-04,lab,sick kids hospital toronto,182,18,174,16,14,0,30,1,174,16,174,0,1,4,1,0,174,5,174,8,174,20,174,6,NA
202352,2023-12-30,2024-01-04,lab,shared hospital laboratory,2540,300,2061,113,96,63,272,6,2060,50,2053,0,0,0,0,16,57,0,2054,11,2053,28,2054,28,NA
202352,2023-12-30,2024-01-04,lab,phol sault ste marie,6,1,13,4,0,0,4,0,13,4,13,0,0,0,0,0,13,0,13,0,13,0,13,0,NA
202352,2023-12-30,2024-01-04,lab,phol timmins,20,10,25,5,0,1,3,0,25,1,22,0,0,0,0,0,22,0,22,0,22,1,22,0,NA
202352,2023-12-30,2024-01-04,lab,st josephs london,1139,182,852,0,0,134,134,7,852,61,53,0,0,0,0,0,53,4,53,0,53,6,53,1,NA
202352,2023-12-30,2024-01-04,lab,phol london,387,127,339,46,28,6,49,1,339,28,270,0,0,0,0,9,270,1,270,1,270,9,270,2,NA
202352,2023-12-30,2024-01-04,lab,phol orillia,11,4,59,5,0,2,7,0,59,5,56,0,0,0,0,0,56,0,56,0,56,2,56,1,NA
202352,2023-12-30,2024-01-04,lab,phol thunder bay,32,3,26,6,0,0,5,0,26,0,19,0,0,0,0,0,19,0,19,1,19,0,19,0,NA
202352,2023-12-30,2024-01-04,lab,phol sudbury,13,4,33,1,0,0,1,0,33,3,28,0,0,0,0,0,28,0,28,0,28,2,28,0,NA
202352,2023-12-30,2024-01-04,lab,phol hamilton,141,50,112,8,8,3,17,0,112,5,94,0,0,0,0,1,94,2,94,3,94,1,94,5,NA
202352,2023-12-30,2024-01-04,lab,phol peterborough,54,12,56,15,13,2,5,1,56,7,54,0,0,0,0,1,54,1,54,1,54,3,54,2,NA
202352,2023-12-30,2024-01-04,lab,st josephs hamilton,2751,400,2387,0,0,442,442,26,2387,80,2387,0,0,15,0,0,2387,12,2387,20,2387,63,0,0,NA
202352,2023-12-30,2024-01-04,lab,sault area hospital,261,32,219,47,0,7,54,0,219,33,169,0,0,3,2,0,169,3,169,0,169,9,169,1,NA
202352,2023-12-30,2024-01-04,region,on,11565,2038,9872,445,267,969,1517,62,9871,454,6844,0,1,23,3,61,4848,39,6826,67,6844,225,4458,110,NA
202352,2023-12-30,2024-01-04,lab,mb,2116,221,1554,0,21,305,326,15,1554,96,144,0,0,0,0,0,144,3,143,9,144,17,143,4,NA
202352,2023-12-30,2024-01-04,lab,sk,1899,214,1666,0,0,201,201,27,1394,84,400,0,0,1,0,0,400,5,400,33,400,16,400,8,NA
202352,2023-12-30,2024-01-04,lab,ab,6031,566,5892,859,22,50,931,74,5657,529,1295,3,2,10,0,0,1294,16,1267,0,1289,53,1295,28,NA
202352,2023-12-30,2024-01-04,region,prairies,10046,1001,9112,859,43,556,1458,116,8605,709,1839,3,2,11,0,0,1838,24,1810,42,1833,86,1838,40,NA
202352,2023-12-30,2024-01-04,region,bc,4263,443,5259,194,17,2,988,13,5103,481,1100,6,9,13,5,0,1100,53,1100,51,1064,130,1064,32,NA
202352,2023-12-30,2024-01-04,lab,yt,53,4,40,0,0,0,4,0,39,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202352,2023-12-30,2024-01-04,lab,nt,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202352,2023-12-30,2024-01-04,lab,nu,141,8,101,0,3,32,35,0,101,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202352,2023-12-30,2024-01-04,region,territories,194,12,141,0,3,32,39,0,140,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202352,2023-12-30,2024-01-04,nation,ca,45408,7109,40536,1582,331,4698,7226,214,36345,2647,12440,11,19,57,15,61,10446,178,12395,218,10427,475,9891,247,NA
202350,2023-12-16,2023-12-21,lab,nl,718,129,562,0,0,74,74,1,562,30,562,0,4,0,7,0,562,7,562,10,562,28,562,2,NA
202350,2023-12-16,2023-12-21,lab,pe,234,30,115,0,0,11,11,0,115,10,24,0,0,0,2,0,24,1,24,0,24,5,24,0,NA
202350,2023-12-16,2023-12-21,lab,ns,1625,367,1253,0,0,61,61,1,919,117,35,0,0,0,0,0,35,2,35,0,35,4,35,0,NA
202350,2023-12-16,2023-12-21,lab,nb,1488,230,1433,92,0,190,282,1,1408,97,109,0,0,0,1,0,109,6,109,3,109,20,109,1,NA
202350,2023-12-16,2023-12-21,region,atlantic,4065,756,3363,92,0,336,428,3,3004,254,730,0,4,0,10,0,730,16,730,13,730,57,730,3,NA
202350,2023-12-16,2023-12-21,lab,région nord est,2140,366,1955,3,0,293,296,1,810,85,101,0,1,0,1,0,101,3,99,0,NA,NA,101,2,NA
202350,2023-12-16,2023-12-21,lab,québec chaudière appalaches,2302,521,1417,0,0,124,124,4,1392,159,619,1,0,0,1,0,633,27,619,21,NA,NA,529,8,NA
202350,2023-12-16,2023-12-21,lab,centre du québec,3317,906,1310,0,0,130,130,1,863,99,69,2,0,2,0,0,69,2,69,5,NA,NA,74,1,NA
202350,2023-12-16,2023-12-21,lab,montréal laval,4103,1008,2563,0,0,243,243,1,1741,189,787,0,0,4,0,0,787,16,794,16,NA,NA,787,14,NA
202350,2023-12-16,2023-12-21,lab,ouest du québec,1946,499,618,1,0,99,100,1,611,63,17,0,0,0,0,0,17,3,17,0,NA,NA,17,0,NA
202350,2023-12-16,2023-12-21,lab,montérégie,1918,467,1385,0,0,118,118,2,1315,94,3,0,0,0,0,0,3,0,3,0,NA,NA,3,0,NA
202350,2023-12-16,2023-12-21,region,qc,15726,3767,9248,4,0,1007,1011,10,6732,689,1596,3,1,6,2,0,1610,51,1601,42,NA,NA,1511,25,NA
202350,2023-12-16,2023-12-21,lab,phol ottawa,373,144,323,23,10,8,28,1,322,10,184,0,0,0,0,0,184,0,184,3,184,12,184,1,NA
202350,2023-12-16,2023-12-21,lab,eorla,1836,287,801,0,0,128,128,4,801,48,45,0,0,0,0,0,45,1,45,0,45,5,45,0,NA
202350,2023-12-16,2023-12-21,lab,phol kingston,465,188,292,6,1,1,8,0,292,15,179,0,0,0,0,3,179,0,179,0,179,14,179,0,NA
202350,2023-12-16,2023-12-21,lab,uhn mount sinai hospital,1410,172,712,1,0,35,36,1,712,11,21,0,0,0,0,0,21,0,21,0,21,0,21,0,NA
202350,2023-12-16,2023-12-21,lab,phol toronto,746,250,1387,47,59,10,82,6,1387,87,1311,0,0,0,0,37,1311,27,1311,9,1311,69,1311,35,NA
202350,2023-12-16,2023-12-21,lab,sick kids hospital toronto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202350,2023-12-16,2023-12-21,lab,shared hospital laboratory,2413,308,1948,71,35,31,137,6,1947,84,1903,0,0,0,0,4,1903,52,1915,7,1915,42,1915,19,NA
202350,2023-12-16,2023-12-21,lab,phol sault ste marie,2,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0,9,0,9,0,9,1,9,0,NA
202350,2023-12-16,2023-12-21,lab,phol timmins,56,8,67,8,1,0,9,0,67,11,59,0,0,0,0,1,59,0,59,0,59,5,59,0,NA
202350,2023-12-16,2023-12-21,lab,st josephs london,1155,189,617,0,0,51,51,2,617,76,43,0,0,0,0,2,43,0,43,2,43,1,43,0,NA
202350,2023-12-16,2023-12-21,lab,phol london,472,164,350,28,6,3,20,0,350,44,276,0,0,0,0,7,276,3,276,2,276,18,276,2,NA
202350,2023-12-16,2023-12-21,lab,phol orillia,6,1,51,4,2,0,6,0,49,9,49,0,0,0,0,1,49,1,49,0,49,1,49,0,NA
202350,2023-12-16,2023-12-21,lab,phol thunder bay,49,9,32,7,0,0,1,0,32,1,22,0,0,0,0,1,22,1,22,0,22,2,22,0,NA
202350,2023-12-16,2023-12-21,lab,phol sudbury,13,1,21,1,0,0,1,0,21,3,15,0,0,0,0,0,15,0,15,0,15,1,15,0,NA
202350,2023-12-16,2023-12-21,lab,phol hamilton,228,89,154,7,3,0,8,1,154,10,140,0,0,0,0,8,140,5,140,1,140,9,140,5,NA
202350,2023-12-16,2023-12-21,lab,phol peterborough,119,65,125,18,9,0,9,1,125,10,91,0,0,0,0,4,91,1,91,1,91,11,91,2,NA
202350,2023-12-16,2023-12-21,lab,st josephs hamilton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202350,2023-12-16,2023-12-21,lab,sault area hospital,249,36,158,24,0,8,32,0,158,9,128,1,0,0,2,0,128,3,128,0,128,16,128,0,NA
202350,2023-12-16,2023-12-21,region,on,9592,1911,7047,245,126,275,556,22,7043,428,4475,1,0,0,2,68,4475,94,4487,25,4487,207,4487,64,NA
202350,2023-12-16,2023-12-21,lab,mb,2126,313,1499,2,28,244,274,4,1499,47,144,0,1,0,0,0,144,10,155,4,144,10,155,6,NA
202350,2023-12-16,2023-12-21,lab,sk,2729,296,2298,0,0,566,566,12,2009,46,443,0,0,1,3,0,443,4,443,32,443,24,443,0,NA
202350,2023-12-16,2023-12-21,lab,ab,7124,733,6704,1164,34,95,1706,56,6140,394,1503,6,6,14,0,0,1503,21,1466,0,1486,68,1503,29,NA
202350,2023-12-16,2023-12-21,region,prairies,11979,1342,10501,1166,62,905,2546,72,9648,487,2090,6,7,15,3,0,2090,35,2064,36,2073,102,2101,35,NA
202350,2023-12-16,2023-12-21,region,bc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202350,2023-12-16,2023-12-21,lab,yt,45,5,35,1,0,0,1,0,35,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202350,2023-12-16,2023-12-21,lab,nt,72,3,71,44,0,0,44,0,71,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,8,NA,NA,NA
202350,2023-12-16,2023-12-21,lab,nu,221,12,179,0,3,72,75,0,179,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202350,2023-12-16,2023-12-21,region,territories,338,20,285,45,3,72,120,0,285,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,8,NA,NA,NA
202350,2023-12-16,2023-12-21,nation,ca,41700,7796,30444,1552,191,2595,4661,107,26712,1885,8891,10,12,21,17,68,8976,196,8953,116,7361,374,8829,127,NA
202349,2023-12-09,2023-12-14,lab,nl,715,138,523,0,0,49,49,2,523,40,523,0,3,2,4,0,523,15,523,8,523,27,523,3,NA
202349,2023-12-09,2023-12-14,lab,pe,238,50,115,0,0,4,4,0,115,8,19,0,0,0,0,0,19,0,19,0,19,5,19,0,NA
202349,2023-12-09,2023-12-14,lab,ns,1442,354,983,0,0,48,48,1,864,90,17,0,0,0,0,0,17,1,17,0,17,2,17,0,NA
202349,2023-12-09,2023-12-14,lab,nb,1259,195,1196,87,1,83,171,0,1163,67,109,0,1,0,1,0,109,3,109,0,109,11,109,5,NA
202349,2023-12-09,2023-12-14,region,atlantic,3654,737,2817,87,1,184,272,3,2665,205,668,0,4,2,5,0,668,19,668,8,668,45,668,8,NA
202349,2023-12-09,2023-12-14,lab,région nord est,1920,347,1739,0,0,143,143,1,668,82,121,0,1,1,0,0,121,11,119,4,NA,NA,121,3,NA
202349,2023-12-09,2023-12-14,lab,québec chaudière appalaches,2239,464,1199,0,0,68,68,3,1162,116,557,0,0,2,0,0,576,27,556,12,NA,NA,445,3,NA
202349,2023-12-09,2023-12-14,lab,centre du québec,2933,706,1130,0,0,83,83,0,774,123,51,0,1,1,1,0,51,2,51,2,NA,NA,52,3,NA
202349,2023-12-09,2023-12-14,lab,montréal laval,3725,845,2237,0,0,145,145,3,1564,170,858,2,2,5,1,0,858,19,866,21,NA,NA,858,15,NA
202349,2023-12-09,2023-12-14,lab,ouest du québec,1844,503,457,1,0,35,36,0,454,66,23,0,0,0,1,0,23,2,23,1,NA,NA,23,0,NA
202349,2023-12-09,2023-12-14,lab,montérégie,1488,323,1368,0,0,106,106,3,1305,96,11,0,0,0,0,0,11,0,11,0,NA,NA,11,0,NA
202349,2023-12-09,2023-12-14,region,qc,14149,3188,8130,1,0,580,581,10,5927,653,1621,2,4,9,3,0,1640,61,1626,40,NA,NA,1510,24,NA
202349,2023-12-09,2023-12-14,lab,phol ottawa,396,144,276,28,1,3,21,1,276,9,153,0,0,0,0,3,153,0,153,3,153,8,153,0,NA
202349,2023-12-09,2023-12-14,lab,eorla,1740,278,784,0,0,101,101,2,784,71,41,0,0,0,0,0,41,0,41,0,41,7,41,1,NA
202349,2023-12-09,2023-12-14,lab,phol kingston,225,85,116,2,0,0,2,0,116,17,90,0,0,0,0,1,90,0,90,0,90,4,90,0,NA
202349,2023-12-09,2023-12-14,lab,uhn mount sinai hospital,1462,156,659,3,1,30,34,1,659,21,48,0,0,0,0,0,48,0,48,0,48,0,48,0,NA
202349,2023-12-09,2023-12-14,lab,phol toronto,573,165,1046,49,46,5,53,1,1046,74,976,0,0,0,0,32,977,12,976,14,976,60,976,9,NA
202349,2023-12-09,2023-12-14,lab,sick kids hospital toronto,176,19,137,8,4,0,12,0,137,21,137,2,0,1,0,0,137,4,137,3,137,22,137,1,NA
202349,2023-12-09,2023-12-14,lab,shared hospital laboratory,2239,320,1743,40,38,14,92,6,1742,103,1722,0,0,0,0,8,1722,16,1728,3,1728,31,1728,7,NA
202349,2023-12-09,2023-12-14,lab,phol sault ste marie,3,2,8,0,0,0,0,0,8,0,8,0,0,0,0,0,8,1,8,0,8,0,8,0,NA
202349,2023-12-09,2023-12-14,lab,phol timmins,47,12,44,3,1,0,4,0,44,8,35,0,0,0,0,1,35,0,35,0,35,1,35,0,NA
202349,2023-12-09,2023-12-14,lab,st josephs london,1100,206,637,0,0,33,33,0,637,73,56,0,0,0,0,0,56,1,56,0,56,5,56,0,NA
202349,2023-12-09,2023-12-14,lab,phol london,586,224,402,34,1,0,21,1,402,41,319,0,0,0,0,9,319,3,319,1,319,17,319,0,NA
202349,2023-12-09,2023-12-14,lab,phol orillia,41,25,71,1,0,0,1,0,71,8,57,0,0,0,0,1,57,1,57,0,57,3,57,0,NA
202349,2023-12-09,2023-12-14,lab,phol thunder bay,55,23,23,5,0,1,6,0,23,2,17,0,0,0,0,2,17,0,17,1,17,0,17,0,NA
202349,2023-12-09,2023-12-14,lab,phol sudbury,33,16,46,4,0,0,4,0,46,0,21,0,0,0,0,0,21,0,21,0,21,0,21,0,NA
202349,2023-12-09,2023-12-14,lab,phol hamilton,325,110,230,5,13,9,18,1,230,11,165,0,0,0,0,6,165,5,165,2,165,17,165,5,NA
202349,2023-12-09,2023-12-14,lab,phol peterborough,99,32,85,6,4,0,5,1,85,17,59,0,0,0,0,2,59,3,59,0,59,7,59,0,NA
202349,2023-12-09,2023-12-14,lab,st josephs hamilton,2307,316,2030,0,0,173,173,4,2030,149,2030,0,0,12,0,0,2030,21,2030,10,2030,86,0,0,NA
202349,2023-12-09,2023-12-14,lab,sault area hospital,241,41,125,12,0,3,15,0,125,1,97,3,0,0,3,0,97,3,97,0,97,4,97,0,NA
202349,2023-12-09,2023-12-14,region,on,11648,2174,8462,200,109,372,595,18,8461,626,6031,5,0,13,3,65,6032,70,6037,37,6037,272,4007,23,NA
202349,2023-12-09,2023-12-14,lab,mb,2055,320,1407,0,14,248,262,2,1407,44,109,0,0,0,1,0,109,7,119,10,109,8,119,3,NA
202349,2023-12-09,2023-12-14,lab,sk,2876,363,2641,0,0,811,811,19,2302,65,532,3,0,1,2,0,532,4,532,28,532,21,532,3,NA
202349,2023-12-09,2023-12-14,lab,ab,7459,860,5452,1051,39,56,1458,32,5089,288,1133,2,4,9,0,0,1133,15,1114,1,1125,71,1133,20,NA
202349,2023-12-09,2023-12-14,region,prairies,12390,1543,9500,1051,53,1115,2531,53,8798,397,1774,5,4,10,3,0,1774,26,1765,39,1766,100,1784,26,NA
202349,2023-12-09,2023-12-14,region,bc,4272,440,3590,87,12,4,471,4,3475,325,746,1,6,4,5,0,746,27,746,7,695,123,695,16,NA
202349,2023-12-09,2023-12-14,lab,yt,55,4,41,0,0,0,6,0,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202349,2023-12-09,2023-12-14,lab,nt,56,4,55,23,0,0,23,0,55,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,NA,NA,NA
202349,2023-12-09,2023-12-14,lab,nu,276,22,165,0,3,65,68,0,165,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202349,2023-12-09,2023-12-14,region,territories,387,30,261,23,3,65,97,0,261,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,NA,NA,NA
202349,2023-12-09,2023-12-14,nation,ca,46500,8112,32760,1449,178,2320,4547,88,29587,2223,10840,13,18,38,19,65,10915,206,10897,131,9221,543,8664,97,NA
202348,2023-12-02,2023-12-07,lab,nl,749,173,524,0,0,28,28,1,524,27,524,0,6,1,4,0,524,13,524,6,524,34,524,2,NA
202348,2023-12-02,2023-12-07,lab,pe,229,76,163,0,0,2,2,0,163,5,13,0,0,0,0,0,13,1,13,0,13,3,13,1,NA
202348,2023-12-02,2023-12-07,lab,ns,1476,397,1014,0,0,24,24,2,828,81,33,0,0,0,1,0,33,1,33,0,33,7,33,0,NA
202348,2023-12-02,2023-12-07,lab,nb,1081,156,1042,27,0,53,80,0,1034,37,106,1,1,0,2,0,106,7,106,0,106,22,106,2,NA
202348,2023-12-02,2023-12-07,region,atlantic,3535,802,2743,27,0,107,134,3,2549,150,676,1,7,1,7,0,676,22,676,6,676,66,676,5,NA
202348,2023-12-02,2023-12-07,lab,région nord est,1492,300,1295,0,0,47,47,0,422,41,64,1,1,1,0,0,64,6,61,6,NA,NA,64,2,NA
202348,2023-12-02,2023-12-07,lab,québec chaudière appalaches,2414,540,1178,0,0,25,25,3,1179,130,577,1,1,1,0,0,598,31,577,16,NA,NA,496,7,NA
202348,2023-12-02,2023-12-07,lab,centre du québec,2762,538,1155,0,0,51,51,1,798,122,59,0,0,0,1,0,59,3,59,4,NA,NA,67,0,NA
202348,2023-12-02,2023-12-07,lab,montréal laval,3750,841,1989,0,0,82,82,2,1583,183,865,5,3,5,1,0,865,17,866,10,NA,NA,865,7,NA
202348,2023-12-02,2023-12-07,lab,ouest du québec,1783,483,432,0,0,16,16,3,431,56,17,0,0,0,0,0,17,3,17,1,NA,NA,17,0,NA
202348,2023-12-02,2023-12-07,lab,montérégie,1652,354,1178,0,0,53,53,2,1141,102,11,0,0,0,0,0,11,1,11,0,NA,NA,11,0,NA
202348,2023-12-02,2023-12-07,region,qc,13853,3056,7227,0,0,274,274,11,5554,634,1593,7,5,7,2,0,1614,61,1591,37,NA,NA,1520,16,NA
202348,2023-12-02,2023-12-07,lab,phol ottawa,370,178,243,13,1,1,10,0,243,15,152,0,0,0,0,3,152,1,152,2,152,4,152,0,NA
202348,2023-12-02,2023-12-07,lab,eorla,1744,259,762,0,0,77,77,1,762,87,40,0,0,0,0,0,40,0,40,0,40,5,40,0,NA
202348,2023-12-02,2023-12-07,lab,phol kingston,239,107,147,1,0,0,1,0,147,24,116,0,0,0,0,2,116,2,116,0,116,16,116,0,NA
202348,2023-12-02,2023-12-07,lab,uhn mount sinai hospital,1428,203,765,13,0,0,13,2,765,16,21,0,0,0,0,0,21,0,21,0,21,0,21,0,NA
202348,2023-12-02,2023-12-07,lab,phol toronto,733,280,1248,50,20,0,60,3,1248,97,1136,0,0,0,0,40,1136,21,1136,8,1136,76,1136,8,NA
202348,2023-12-02,2023-12-07,lab,sick kids hospital toronto,147,18,134,4,5,9,18,0,134,27,134,0,0,2,2,0,134,2,134,1,134,19,134,1,NA
202348,2023-12-02,2023-12-07,lab,shared hospital laboratory,2214,301,1791,39,20,11,70,5,1792,116,1787,0,0,0,0,6,1787,22,1790,4,1790,31,1790,6,NA
202348,2023-12-02,2023-12-07,lab,phol sault ste marie,5,3,5,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,5,1,5,0,NA
202348,2023-12-02,2023-12-07,lab,phol timmins,19,1,26,1,0,0,1,0,26,7,22,0,0,0,0,0,22,0,22,0,22,1,22,0,NA
202348,2023-12-02,2023-12-07,lab,st josephs london,951,204,580,0,0,28,28,0,580,64,51,0,0,0,0,1,51,2,51,0,51,6,51,0,NA
202348,2023-12-02,2023-12-07,lab,phol london,576,202,448,29,3,7,20,1,447,47,366,0,0,0,0,7,366,3,366,2,366,9,366,2,NA
202348,2023-12-02,2023-12-07,lab,phol orillia,16,8,45,0,0,0,0,0,45,8,42,0,0,0,0,0,42,0,42,0,42,2,42,0,NA
202348,2023-12-02,2023-12-07,lab,phol thunder bay,48,15,23,1,0,0,1,0,23,0,22,0,0,0,0,2,22,1,22,1,22,2,22,0,NA
202348,2023-12-02,2023-12-07,lab,phol sudbury,36,20,41,0,0,0,0,0,41,0,23,0,0,0,0,0,23,0,23,0,23,0,23,0,NA
202348,2023-12-02,2023-12-07,lab,phol hamilton,249,83,170,1,0,0,1,0,170,21,122,0,0,0,0,2,122,4,122,2,122,10,122,1,NA
202348,2023-12-02,2023-12-07,lab,phol peterborough,140,51,129,5,3,0,8,0,129,27,93,0,0,0,0,3,93,5,93,2,93,11,93,0,NA
202348,2023-12-02,2023-12-07,lab,st josephs hamilton,1966,259,1724,0,0,76,76,2,1724,155,1724,0,0,9,0,0,1724,15,1724,6,1724,105,0,0,NA
202348,2023-12-02,2023-12-07,lab,sault area hospital,304,48,173,4,0,4,8,0,173,7,117,3,0,0,1,0,117,3,117,0,117,12,117,0,NA
202348,2023-12-02,2023-12-07,region,on,11185,2240,8454,161,52,213,392,14,8454,718,5973,3,0,11,3,66,5973,81,5976,28,5976,310,4252,18,NA
202348,2023-12-02,2023-12-07,lab,mb,1845,314,1436,0,9,137,146,2,1436,35,109,0,0,1,4,0,109,11,132,1,109,19,132,2,NA
202348,2023-12-02,2023-12-07,lab,sk,2912,327,2483,0,0,806,806,9,2268,58,549,3,0,0,0,0,549,12,549,8,549,29,549,3,NA
202348,2023-12-02,2023-12-07,lab,ab,6170,747,4881,729,30,71,830,21,4589,196,1170,5,5,2,0,0,1170,14,1156,0,1152,75,1170,7,NA
202348,2023-12-02,2023-12-07,region,prairies,10927,1388,8800,729,39,1014,1782,32,8293,289,1828,8,5,3,4,0,1828,37,1837,9,1810,123,1851,12,NA
202348,2023-12-02,2023-12-07,region,bc,3636,371,3675,85,21,4,384,8,3622,231,834,9,10,2,5,0,834,26,834,22,810,129,810,17,NA
202348,2023-12-02,2023-12-07,lab,yt,45,2,32,1,0,0,3,0,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202348,2023-12-02,2023-12-07,lab,nt,43,3,36,11,0,0,11,0,36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3,NA,NA,NA
202348,2023-12-02,2023-12-07,lab,nu,161,14,81,0,3,26,29,0,81,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202348,2023-12-02,2023-12-07,region,territories,249,19,149,12,3,26,43,0,149,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,3,NA,NA,NA
202348,2023-12-02,2023-12-07,nation,ca,43385,7876,31048,1014,115,1638,3009,68,28621,2032,10904,28,27,24,21,66,10961,234,10950,103,9308,631,9109,68,NA
202347,2023-11-25,2023-11-30,lab,nl,702,168,482,0,0,43,43,0,482,22,482,1,1,0,5,0,482,10,482,5,482,41,482,2,NA
202347,2023-11-25,2023-11-30,lab,pe,256,55,117,0,0,1,1,0,117,2,11,0,0,0,1,0,11,0,11,0,11,3,11,0,NA
202347,2023-11-25,2023-11-30,lab,ns,1514,393,953,0,0,16,16,0,821,50,24,1,0,0,0,0,24,0,24,1,24,7,24,0,NA
202347,2023-11-25,2023-11-30,lab,nb,1018,164,969,20,0,36,56,1,943,37,103,0,0,0,2,0,103,7,103,0,103,23,103,2,NA
202347,2023-11-25,2023-11-30,region,atlantic,3490,780,2521,20,0,96,116,1,2363,111,620,2,1,0,8,0,620,17,620,6,620,74,620,4,NA
202347,2023-11-25,2023-11-30,lab,région nord est,1544,311,1273,0,0,23,23,0,429,39,56,2,0,1,0,0,56,7,51,3,NA,NA,56,0,NA
202347,2023-11-25,2023-11-30,lab,québec chaudière appalaches,2171,462,1118,0,0,8,8,0,1119,125,548,2,1,0,0,0,562,23,549,11,NA,NA,460,4,NA
202347,2023-11-25,2023-11-30,lab,centre du québec,2583,513,906,0,0,27,27,2,549,85,47,1,0,0,1,0,47,5,47,2,NA,NA,48,0,NA
202347,2023-11-25,2023-11-30,lab,montréal laval,3082,649,1732,0,0,37,37,1,1367,180,756,1,3,2,0,0,756,21,760,21,NA,NA,756,9,NA
202347,2023-11-25,2023-11-30,lab,ouest du québec,1631,451,496,0,0,10,10,0,495,68,14,0,0,0,0,0,14,1,14,0,NA,NA,14,0,NA
