time_value,geo_type,geo_value,sarscov2_pct_positive,rsv_pct_positive,flu_pct_positive
2024-09-21,province,nl,13.03,0.0,0.0
2024-09-21,province,pe,11.03,0.0,0.0
2024-09-21,province,ns,20.84,0.0,0.08
2024-09-21,province,nb,16.04,0.0,0.0
2024-09-21,region,atlantic,17.01,0.0,0.04
2024-09-21,province,qc,23.08,1.26,0.27
2024-09-21,province,on,18.46,0.36,0.29
2024-09-21,province,mb,18.01,0.0,0.0
2024-09-21,province,sk,15.65,0.11,0.28
2024-09-21,province,ab,12.21,0.2,1.08
2024-11-02,region,territories,7.59,0.93,0.0
2024-11-02,nation,ca,13.77,1.94,0.78
2024-11-09,province,nl,8.57,0.0,0.11
2024-12-21,territory,nu,3.4,0.0,3.23
2024-12-21,province,on,13.63,8.5,6.13
2024-12-21,province,mb,7.77,3.44,13.01
2024-12-21,province,sk,8.17,13.76,4.98
2024-12-21,province,ab,8.6,13.53,12.32
2024-12-21,region,prairies,8.44,12.41,11.12
2024-12-21,province,bc,5.4,12.02,12.04
2024-12-21,territory,yk,2.27,0.0,8.11
2024-12-21,territory,nt,0.0,23.33,3.33
2024-12-21,region,territories,2.71,3.66,4.19
2024-12-14,province,nl,3.63,2.67,0.8
2024-12-21,nation,ca,9.76,11.06,7.34
2024-12-28,province,nl,3.86,3.96,3.37
2024-12-28,province,pe,3.21,20.98,2.8
2024-12-28,province,ns,9.87,10.95,5.36
2024-12-28,province,nb,5.92,10.05,11.37
2024-12-28,region,atlantic,7.1,9.93,7.21
2024-12-28,province,qc,9.11,13.16,8.27
2024-12-28,province,on,14.38,8.35,9.37
2024-12-21,province,qc,9.91,13.57,4.42
2024-12-21,region,atlantic,8.12,8.07,4.42
2024-12-21,province,nb,7.06,9.15,7.26
2024-12-21,province,ns,10.86,7.43,3.05
2024-12-14,province,ns,9.35,4.87,3.75
2024-12-14,province,nb,5.91,6.39,6.21
2024-12-14,region,atlantic,6.46,5.56,3.86
2024-12-14,province,qc,10.34,12.66,2.56
2024-12-14,province,on,14.6,7.47,2.98
2024-12-14,province,mb,7.98,1.44,6.24
2024-12-14,province,sk,6.25,12.64,2.75
2024-12-14,province,ab,8.81,12.0,9.1
2024-12-14,region,prairies,8.29,10.74,7.67
2024-12-14,province,bc,5.72,10.25,6.71
2024-12-14,territory,yk,9.38,0.0,12.0
2024-12-14,territory,nt,8.82,5.88,0.0
2024-12-14,territory,nu,14.06,0.0,0.0
2024-12-14,region,territories,12.37,1.31,1.96
2024-12-14,nation,ca,10.02,9.63,4.44
2024-12-21,province,nl,6.21,4.38,2.4
2024-12-21,province,pe,1.97,22.14,0.71
2024-12-28,province,mb,6.36,5.08,21.04
2024-12-28,province,sk,6.73,20.06,6.47
2024-12-28,province,ab,6.65,14.65,15.49
2025-01-04,territory,nt,3.7,40.74,0.0
2025-01-04,region,territories,3.93,10.2,21.09
2025-01-04,nation,ca,9.22,10.76,11.76
2025-01-11,province,nl,6.11,5.34,5.34
2025-01-11,province,pe,3.88,16.82,10.91
2025-01-11,province,ns,8.6,8.35,8.2
2025-01-11,province,nb,5.14,11.01,10.55
2025-01-11,region,atlantic,6.65,9.04,8.49
2025-01-11,province,qc,8.9,9.53,11.08
2025-01-11,province,on,13.46,6.68,11.4
2025-01-11,province,mb,4.27,6.37,18.39
2025-01-11,province,sk,4.21,18.63,8.75
2025-01-11,province,ab,5.23,11.15,13.04
2025-01-11,region,prairies,4.9,11.9,12.92
2025-01-11,province,bc,4.42,9.45,15.09
2025-01-11,territory,yk,3.7,2.17,26.09
2025-01-11,territory,nt,0.0,13.04,8.7
2025-01-11,territory,nu,3.68,0.69,14.58
2025-01-04,territory,nu,3.0,3.75,35.0
2025-01-04,territory,yk,5.88,2.5,7.5
2024-12-28,region,prairies,6.63,14.54,14.37
2025-01-04,province,bc,4.77,11.4,15.77
2024-12-28,province,bc,5.12,12.18,14.75
2024-12-28,territory,yk,0.0,5.13,13.16
2024-12-28,territory,nt,0.0,17.65,5.88
2024-12-28,territory,nu,2.3,3.23,12.9
2024-12-28,region,territories,1.34,5.93,11.97
2024-12-28,nation,ca,9.01,11.74,10.77
2025-01-04,province,nl,4.96,4.86,5.69
2025-01-04,province,pe,5.5,15.85,6.01
2025-01-04,province,ns,9.19,10.18,6.27
2025-01-04,province,nb,4.24,10.85,9.92
2025-01-04,region,atlantic,6.5,9.72,7.47
2025-01-04,province,qc,9.61,12.23,10.8
2025-01-04,province,on,14.5,7.6,10.98
2025-01-04,province,mb,5.07,5.47,15.6
2025-01-04,province,sk,5.86,22.2,7.27
2025-01-04,province,ab,6.24,12.41,14.97
2025-01-04,region,prairies,6.04,13.67,13.49
2024-12-14,province,pe,1.47,23.64,0.91
2024-12-07,nation,ca,9.23,8.52,3.15
2024-11-09,province,pe,10.56,1.43,0.0
2024-11-16,territory,nu,7.55,0.0,0.0
2024-11-16,province,on,12.56,3.68,0.5
2024-11-16,province,mb,16.99,1.01,1.35
2024-11-16,province,sk,11.51,2.16,0.57
2024-11-16,province,ab,11.09,4.13,2.03
2024-11-16,region,prairies,12.03,3.25,1.63
2024-11-16,province,bc,7.44,3.7,1.82
2024-11-16,territory,yk,0.0,2.94,0.0
2024-11-16,territory,nt,7.32,0.0,5.26
2024-11-16,region,territories,5.85,0.65,1.29
2024-12-07,region,territories,8.33,2.59,0.0
2024-11-16,nation,ca,11.01,4.09,1.05
2024-11-23,province,nl,3.79,0.22,0.0
2024-11-23,province,pe,6.54,12.28,0.0
2024-11-23,province,ns,7.61,1.46,0.27
2024-11-23,province,nb,8.38,1.94,2.91
2024-11-23,region,atlantic,6.73,1.47,1.12
2024-11-23,province,qc,10.26,9.21,0.72
2024-11-23,province,on,12.41,3.93,0.82
2024-11-16,province,qc,11.14,6.78,0.7
2024-11-16,region,atlantic,8.57,1.25,1.02
2024-11-16,province,nb,8.89,1.73,2.7
2024-11-16,province,ns,7.35,1.37,0.26
2024-11-09,province,ns,10.9,0.43,0.16
2024-11-09,province,nb,8.86,0.83,0.95
2024-11-09,region,atlantic,9.61,0.44,0.36
2024-11-09,province,qc,11.8,5.29,0.55
2024-11-09,province,on,15.61,2.3,0.64
2024-11-09,province,mb,18.01,0.35,1.73
2024-11-09,province,sk,15.05,1.46,0.42
2024-11-09,province,ab,11.52,2.16,2.04
2024-11-09,region,prairies,13.12,1.73,1.65
2024-11-09,province,bc,8.73,2.13,1.98
2024-11-09,territory,yk,8.0,6.45,0.0
2024-11-09,territory,nt,12.0,0.0,4.17
2024-11-09,territory,nu,1.0,0.0,0.0
2024-11-09,region,territories,4.57,1.44,0.72
2024-11-09,nation,ca,12.55,2.69,0.98
2024-11-16,province,nl,9.41,0.26,0.26
2024-11-16,province,pe,11.04,3.7,0.0
2024-11-23,province,mb,13.03,1.02,3.3
2024-11-23,province,sk,9.16,3.29,0.82
2024-11-23,province,ab,11.47,6.91,2.49
2024-11-30,territory,nt,8.0,0.0,0.0
2024-11-30,region,territories,3.01,0.0,0.89
2024-11-30,nation,ca,9.69,7.08,2.05
2024-12-07,province,nl,2.65,0.59,1.32
2024-12-07,province,pe,6.3,17.31,0.0
2024-12-07,province,ns,8.35,2.29,3.66
2024-12-07,province,nb,6.8,7.2,4.38
2024-12-07,region,atlantic,6.43,4.16,3.24
2024-12-07,province,qc,8.64,11.83,1.54
2024-12-07,province,on,13.2,6.36,1.64
2024-12-07,province,mb,11.48,0.75,5.65
2024-12-07,province,sk,7.32,5.14,1.56
2024-12-07,province,ab,9.18,10.63,7.6
2024-12-07,region,prairies,9.15,8.36,6.23
2024-12-07,province,bc,4.17,10.39,4.57
2024-12-07,territory,yk,6.82,2.56,0.0
2024-12-07,territory,nt,12.0,8.0,0.0
2024-12-07,territory,nu,8.0,0.0,0.0
2024-11-30,territory,nu,1.2,0.0,0.0
2024-11-30,territory,yk,4.0,0.0,5.0
2024-11-23,region,prairies,11.3,5.33,2.3
2024-11-30,province,bc,4.69,7.63,3.47
2024-11-23,province,bc,6.01,5.16,2.35
2024-11-23,territory,yk,6.98,0.0,2.86
2024-11-23,territory,nt,7.89,0.0,2.63
2024-11-23,territory,nu,6.56,0.0,0.0
2024-11-23,region,territories,6.9,0.0,1.17
2024-11-23,nation,ca,10.23,5.46,1.33
2024-11-30,province,nl,3.38,1.01,0.63
2024-11-30,province,pe,5.48,14.41,0.0
2024-11-30,province,ns,5.67,2.04,1.19
2024-11-30,province,nb,8.7,3.64,3.83
2024-11-30,region,atlantic,6.04,2.79,1.91
2024-11-30,province,qc,9.76,10.2,1.41
2024-11-30,province,on,13.5,5.65,0.94
2024-11-30,province,mb,10.94,1.75,5.09
2024-11-30,province,sk,7.39,4.77,1.39
2024-11-30,province,ab,9.84,8.43,3.81
2024-11-30,region,prairies,9.57,7.02,3.48
2024-08-31,province,ab,10.19,0.12,0.85
